Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,New Rating
760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6,22.35,469,3/20/2019,15:08,Ewallet,447.06,4.76,22.35,5,Medium
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,40.61,853,1/17/2019,13:01,Credit card,812.1,4.76,40.61,6,Medium
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9,29.58,621,1/1/2019,13:55,Cash,591.66,4.76,29.58,8,High
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,3.55,74,3/10/2019,19:35,Ewallet,70.91,4.76,3.55,8,High
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5,21.48,451,3/22/2019,14:33,Credit card,429.55,4.76,21.48,9,High
797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4,12.85,270,3/26/2019,13:54,Cash,257.08,4.76,12.85,8,High
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,15.54,326,2/1/2019,19:54,Cash,310.72,4.76,15.54,8,High
127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4,10.34,217,3/9/2019,13:53,Credit card,206.84,4.76,10.34,10,High
278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3,7.85,165,3/27/2019,14:03,Cash,157.02,4.76,7.85,9,High
695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5,10.77,226,2/4/2019,16:38,Ewallet,215.3,4.76,10.77,8,High
227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5,3.66,77,3/4/2019,12:23,Cash,73.1,4.76,3.66,4,Medium
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,2.28,48,2/7/2019,14:13,Cash,45.58,4.76,2.28,10,High
880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,3,11.28,237,2/5/2019,11:51,Ewallet,225.6,4.76,11.28,5,Medium
152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,3,7.83,164,2/15/2019,13:30,Credit card,156.6,4.76,7.83,10,High
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2,7.03,148,3/24/2019,14:22,Ewallet,140.64,4.76,7.03,10,High
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,18.78,394,2/10/2019,12:56,Ewallet,375.55,4.76,18.78,5,Medium
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,1.53,32,1/23/2019,12:20,Ewallet,30.61,4.76,1.53,5,Medium
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.45,30,2/7/2019,10:18,Credit card,28.96,4.76,1.45,6,Medium
443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,33.73,708,2/3/2019,11:25,Ewallet,674.5,4.76,33.73,4,Medium
509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9,17.42,366,3/20/2019,12:24,Ewallet,348.48,4.76,17.42,4,Medium
828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6,29.56,621,1/23/2019,11:22,Credit card,591.18,4.76,29.56,4,Medium
420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3,10.75,226,3/28/2019,15:30,Credit card,215.04,4.76,10.75,9,High
436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1,4.58,96,3/20/2019,19:44,Cash,91.61,4.76,4.58,10,High
816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2,6.09,128,3/9/2019,12:37,Ewallet,121.74,4.76,6.09,9,High
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3,8,168,1/25/2019,14:19,Ewallet,159.9,4.76,8,8,High
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,0.6,13,1/26/2019,18:19,Credit card,12.09,4.76,0.6,8,High
149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10,32.1,674,1/19/2019,14:08,Credit card,641.9,4.76,32.1,7,Medium
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3,11.75,247,3/5/2019,16:38,Ewallet,234.93,4.76,11.75,5,Medium
589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2,8.38,176,1/15/2019,10:54,Credit card,167.54,4.76,8.38,7,Medium
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,10.13,213,3/3/2019,20:31,Credit card,202.65,4.76,10.13,6,Medium
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9,8.71,183,1/18/2019,18:43,Ewallet,174.24,4.76,8.71,9,High
742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,10,36.39,764,2/3/2019,17:24,Cash,727.8,4.76,36.39,7,High
169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.69,3,2.35,49,3/14/2019,14:13,Credit card,47.07,4.76,2.35,6,Medium
562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15,3,13.22,278,1/18/2019,10:11,Ewallet,264.45,4.76,13.22,8,High
816-72-8853,A,Yangon,Member,Female,Sports and travel,27.93,5,6.98,147,1/29/2019,15:48,Cash,139.65,4.76,6.98,6,Medium
491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1,2.77,58,2/26/2019,17:46,Credit card,55.45,4.76,2.77,5,Medium
518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,4,9.73,204,2/4/2019,15:44,Ewallet,194.52,4.76,9.73,8,High
588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04,10,28.02,588,1/14/2019,19:30,Ewallet,560.4,4.76,28.02,4,Medium
811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48,10,22.74,478,3/1/2019,10:22,Credit card,454.8,4.76,22.74,5,Medium
274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,4,14.69,309,2/23/2019,18:30,Cash,293.88,4.76,14.69,6,Medium
130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5,6,14.55,306,1/11/2019,13:57,Ewallet,291,4.76,14.55,9,High
105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.48,2,2.15,45,2/27/2019,12:22,Ewallet,42.96,4.76,2.15,7,Medium
648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.56,10,31.78,667,1/16/2019,17:59,Cash,635.6,4.76,31.78,4,Medium
305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3,10.07,211,2/15/2019,10:36,Cash,201.3,4.76,10.07,8,High
689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63,10,24.32,511,3/4/2019,12:44,Cash,486.3,4.76,24.32,9,High
800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37,5,21.84,459,1/29/2019,19:45,Cash,436.85,4.76,21.84,7,Medium
182-52-7000,A,Yangon,Member,Female,Sports and travel,27.04,4,5.41,114,1/1/2019,20:26,Ewallet,108.16,4.76,5.41,7,Medium
868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58,9,31.31,658,2/19/2019,19:38,Credit card,626.22,4.76,31.31,8,High
445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.7,3,3.86,81,1/17/2019,17:59,Ewallet,77.1,4.76,3.86,6,Medium
786-94-2700,A,Yangon,Member,Male,Food and beverages,80.62,6,24.19,508,2/28/2019,20:18,Cash,483.72,4.76,24.19,9,High
258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.68,5,8.92,187,2/6/2019,18:33,Credit card,178.4,4.76,8.92,7,Medium
857-16-3520,A,Yangon,Member,Female,Fashion accessories,71.46,7,25.01,525,3/28/2019,16:06,Ewallet,500.22,4.76,25.01,5,Medium
482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94,3,1.79,38,1/19/2019,12:47,Credit card,35.82,4.76,1.79,8,High
788-21-5741,A,Yangon,Normal,Male,Fashion accessories,45.38,3,6.81,143,2/17/2019,13:34,Credit card,136.14,4.76,6.81,7,High
247-11-2470,A,Yangon,Member,Female,Fashion accessories,22.32,4,4.46,94,3/1/2019,16:23,Credit card,89.28,4.76,4.46,4,Medium
635-28-5728,A,Yangon,Normal,Male,Health and beauty,56,3,8.4,176,2/28/2019,19:33,Ewallet,168,4.76,8.4,5,Medium
756-49-0168,A,Yangon,Member,Male,Fashion accessories,19.7,1,0.99,21,2/8/2019,11:39,Ewallet,19.7,4.76,0.99,10,High
805-86-0265,A,Yangon,Normal,Male,Home and lifestyle,93.96,9,42.28,888,3/20/2019,11:32,Cash,845.64,4.76,42.28,10,High
373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63,2,7.16,150,2/12/2019,14:33,Ewallet,143.26,4.76,7.16,9,High
546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69,2,3.77,79,2/20/2019,15:29,Ewallet,75.38,4.76,3.77,10,High
585-86-8361,A,Yangon,Normal,Female,Food and beverages,27.28,5,6.82,143,2/3/2019,10:31,Credit card,136.4,4.76,6.82,9,High
807-14-7833,A,Yangon,Member,Female,Electronic accessories,17.42,10,8.71,183,2/22/2019,12:30,Ewallet,174.2,4.76,8.71,7,Medium
652-43-6591,A,Yangon,Normal,Female,Fashion accessories,97.29,8,38.92,817,3/9/2019,13:18,Credit card,778.32,4.76,38.92,6,Medium
406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,96.52,6,28.96,608,1/11/2019,11:52,Cash,579.12,4.76,28.96,5,Medium
250-17-5703,A,Yangon,Member,Male,Food and beverages,18.85,10,9.43,198,2/27/2019,18:24,Ewallet,188.5,4.76,9.43,6,Medium
156-95-3964,A,Yangon,Normal,Female,Food and beverages,55.39,4,11.08,233,3/25/2019,15:19,Ewallet,221.56,4.76,11.08,8,High
410-67-1709,A,Yangon,Member,Female,Fashion accessories,63.88,8,25.55,537,1/20/2019,17:48,Ewallet,511.04,4.76,25.55,10,High
587-73-4862,A,Yangon,Member,Female,Health and beauty,10.69,5,2.67,56,3/26/2019,11:07,Ewallet,53.45,4.76,2.67,8,High
787-87-2010,A,Yangon,Member,Male,Health and beauty,55.5,4,11.1,233,1/20/2019,15:48,Credit card,222,4.76,11.1,7,Medium
886-54-6089,A,Yangon,Normal,Female,Home and lifestyle,11.43,6,3.43,72,1/15/2019,17:24,Cash,68.58,4.76,3.43,8,High
534-53-3526,A,Yangon,Normal,Female,Sports and travel,94.76,4,18.95,398,2/11/2019,16:06,Ewallet,379.04,4.76,18.95,8,High
307-04-2070,A,Yangon,Member,Female,Fashion accessories,30.62,1,1.53,32,2/5/2019,14:14,Credit card,30.62,4.76,1.53,4,Medium
404-91-5964,A,Yangon,Normal,Male,Electronic accessories,74.58,7,26.1,548,2/4/2019,16:09,Credit card,522.06,4.76,26.1,9,High
497-37-6538,A,Yangon,Normal,Male,Sports and travel,58.91,7,20.62,433,1/17/2019,15:15,Ewallet,412.37,4.76,20.62,10,High
651-96-5970,A,Yangon,Normal,Male,Fashion accessories,46.41,1,2.32,49,3/3/2019,20:06,Credit card,46.41,4.76,2.32,4,Medium
263-12-5321,A,Yangon,Member,Male,Electronic accessories,92.6,7,32.41,681,2/27/2019,12:52,Credit card,648.2,4.76,32.41,9,High
702-72-0487,A,Yangon,Normal,Female,Electronic accessories,46.61,2,4.66,98,2/26/2019,12:28,Credit card,93.22,4.76,4.66,7,Medium
864-24-7918,A,Yangon,Member,Female,Sports and travel,24.49,10,12.25,257,2/22/2019,15:15,Cash,244.9,4.76,12.25,8,High
759-29-9521,A,Yangon,Member,Female,Fashion accessories,48.96,9,22.03,463,3/4/2019,11:27,Cash,440.64,4.76,22.03,8,High
220-68-6701,A,Yangon,Normal,Female,Home and lifestyle,77.47,4,15.49,325,3/17/2019,16:36,Cash,309.88,4.76,15.49,4,Medium
618-34-8551,A,Yangon,Normal,Female,Sports and travel,93.18,2,9.32,196,1/16/2019,18:41,Credit card,186.36,4.76,9.32,9,High
257-60-7754,A,Yangon,Normal,Female,Electronic accessories,50.23,4,10.05,211,1/8/2019,17:12,Cash,200.92,4.76,10.05,9,High
380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,423,2/24/2019,18:06,Credit card,402.6,4.76,20.13,5,Medium
674-56-6360,A,Yangon,Normal,Male,Electronic accessories,95.15,1,4.76,100,3/22/2019,14:00,Cash,95.15,4.76,4.76,6,Medium
778-34-2523,A,Yangon,Member,Female,Electronic accessories,48.62,8,19.45,408,1/24/2019,10:57,Cash,388.96,4.76,19.45,5,Medium
832-51-6761,A,Yangon,Normal,Male,Food and beverages,33.88,8,13.55,285,1/19/2019,20:29,Ewallet,271.04,4.76,13.55,10,High
186-43-8965,A,Yangon,Member,Female,Home and lifestyle,47.68,2,4.77,100,2/24/2019,10:10,Credit card,95.36,4.76,4.77,4,Medium
276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.71,3,10.31,216,3/4/2019,10:05,Cash,206.13,4.76,10.31,9,High
569-76-2760,A,Yangon,Member,Female,Sports and travel,22.01,4,4.4,92,1/29/2019,18:15,Credit card,88.04,4.76,4.4,7,Medium
760-53-9233,A,Yangon,Member,Male,Fashion accessories,41.28,3,6.19,130,3/26/2019,18:37,Credit card,123.84,4.76,6.19,9,High
416-17-9926,A,Yangon,Member,Female,Electronic accessories,74.22,10,37.11,779,1/1/2019,14:42,Credit card,742.2,4.76,37.11,4,Medium
237-44-6163,A,Yangon,Normal,Male,Electronic accessories,10.56,8,4.22,89,1/24/2019,17:43,Cash,84.48,4.76,4.22,8,High
528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3,1,4.57,96,2/14/2019,14:42,Ewallet,91.3,4.76,4.57,9,High
807-34-3742,A,Yangon,Normal,Male,Fashion accessories,52.38,1,2.62,55,3/26/2019,19:44,Cash,52.38,4.76,2.62,6,Medium
288-62-1085,A,Yangon,Member,Male,Fashion accessories,38.54,5,9.64,202,1/9/2019,13:34,Ewallet,192.7,4.76,9.64,6,Medium
497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94,3,7.79,164,2/15/2019,15:21,Cash,155.82,4.76,7.79,8,High
860-73-6466,A,Yangon,Member,Female,Sports and travel,39.47,2,3.95,83,3/2/2019,16:16,Credit card,78.94,4.76,3.95,5,Medium
896-34-0956,A,Yangon,Normal,Male,Fashion accessories,21.32,1,1.07,22,1/26/2019,12:43,Cash,21.32,4.76,1.07,6,Medium
804-38-3935,A,Yangon,Member,Male,Electronic accessories,93.78,3,14.07,295,1/30/2019,11:32,Credit card,281.34,4.76,14.07,6,Medium
585-90-0249,A,Yangon,Member,Male,Electronic accessories,73.26,1,3.66,77,1/27/2019,18:08,Ewallet,73.26,4.76,3.66,10,High
125-45-2293,A,Yangon,Normal,Female,Fashion accessories,99.1,6,29.73,624,1/19/2019,13:11,Cash,594.6,4.76,29.73,4,Medium
843-73-4724,A,Yangon,Normal,Male,Fashion accessories,74.1,1,3.71,78,1/25/2019,11:05,Cash,74.1,4.76,3.71,9,High
409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48,2,9.85,207,2/19/2019,10:12,Ewallet,196.96,4.76,9.85,9,High
160-22-2687,A,Yangon,Member,Female,Health and beauty,95.95,5,23.99,504,1/23/2019,14:21,Ewallet,479.75,4.76,23.99,9,High
748-45-2862,A,Yangon,Member,Female,Home and lifestyle,28.31,4,5.66,119,3/7/2019,18:35,Cash,113.24,4.76,5.66,8,High
316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63,9,21.43,450,1/23/2019,12:35,Cash,428.67,4.76,21.43,5,Medium
840-76-5966,A,Yangon,Member,Male,Sports and travel,12.76,2,1.28,27,1/8/2019,18:06,Ewallet,25.52,4.76,1.28,8,High
124-31-1458,A,Yangon,Member,Female,Electronic accessories,79.59,3,11.94,251,1/8/2019,14:30,Cash,238.77,4.76,11.94,7,Medium
852-82-2749,A,Yangon,Normal,Male,Sports and travel,64.59,4,12.92,271,1/6/2019,13:35,Ewallet,258.36,4.76,12.92,9,High
873-14-6353,A,Yangon,Member,Male,Food and beverages,24.82,7,8.69,182,2/16/2019,10:33,Credit card,173.74,4.76,8.69,7,High
166-19-2553,A,Yangon,Member,Male,Sports and travel,89.06,6,26.72,561,1/18/2019,17:26,Cash,534.36,4.76,26.72,10,High
737-88-5876,A,Yangon,Member,Male,Home and lifestyle,23.29,4,4.66,98,3/19/2019,11:52,Credit card,93.16,4.76,4.66,6,Medium
448-61-3783,A,Yangon,Normal,Female,Electronic accessories,90.02,8,36.01,756,3/21/2019,16:08,Credit card,720.16,4.76,36.01,5,Medium
291-55-6563,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.33,217,3/30/2019,12:45,Ewallet,206.52,4.76,10.33,8,High
548-48-3156,A,Yangon,Member,Female,Food and beverages,83.34,2,8.33,175,3/19/2019,13:37,Cash,166.68,4.76,8.33,8,High
460-93-5834,A,Yangon,Normal,Male,Sports and travel,45.58,7,15.95,335,1/13/2019,10:03,Cash,319.06,4.76,15.95,5,Medium
325-89-4209,A,Yangon,Member,Male,Food and beverages,87.9,1,4.4,92,2/5/2019,19:42,Ewallet,87.9,4.76,4.4,7,Medium
884-80-6021,A,Yangon,Member,Female,Electronic accessories,73.47,10,36.74,771,3/23/2019,13:14,Ewallet,734.7,4.76,36.74,10,High
880-46-5796,A,Yangon,Member,Male,Sports and travel,76.92,10,38.46,808,3/17/2019,19:53,Ewallet,769.2,4.76,38.46,6,Medium
146-09-5432,A,Yangon,Member,Male,Food and beverages,35.04,9,15.77,331,2/9/2019,19:17,Ewallet,315.36,4.76,15.77,5,Medium
595-94-9924,A,Yangon,Member,Female,Health and beauty,27.73,5,6.93,146,3/26/2019,20:21,Credit card,138.65,4.76,6.93,4,Medium
865-41-9075,A,Yangon,Normal,Male,Food and beverages,11.53,7,4.04,85,1/28/2019,17:35,Cash,80.71,4.76,4.04,8,High
186-71-5196,A,Yangon,Member,Female,Food and beverages,79.54,2,7.95,167,3/27/2019,16:30,Ewallet,159.08,4.76,7.95,6,Medium
453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.25,782,2/7/2019,10:09,Cash,744.96,4.76,37.25,7,Medium
522-57-8364,A,Yangon,Member,Male,Fashion accessories,51.34,8,20.54,431,1/31/2019,10:00,Ewallet,410.72,4.76,20.54,8,High
459-45-2396,A,Yangon,Member,Female,Food and beverages,99.6,3,14.94,314,2/25/2019,18:45,Cash,298.8,4.76,14.94,6,Medium
749-81-8133,A,Yangon,Normal,Female,Fashion accessories,94.67,4,18.93,398,3/11/2019,12:04,Cash,378.68,4.76,18.93,7,Medium
397-25-8725,A,Yangon,Member,Female,Health and beauty,39.62,9,17.83,374,1/13/2019,17:54,Credit card,356.58,4.76,17.83,7,Medium
243-55-8457,A,Yangon,Normal,Female,Food and beverages,74.44,10,37.22,782,2/27/2019,11:40,Ewallet,744.4,4.76,37.22,5,Medium
361-85-2571,A,Yangon,Normal,Female,Sports and travel,89.48,5,22.37,470,3/30/2019,10:18,Cash,447.4,4.76,22.37,7,High
131-70-8179,A,Yangon,Member,Female,Health and beauty,92.09,3,13.81,290,2/17/2019,16:27,Cash,276.27,4.76,13.81,4,Medium
720-72-2436,A,Yangon,Normal,Male,Food and beverages,66.52,4,13.3,279,3/2/2019,18:14,Ewallet,266.08,4.76,13.3,7,Medium
809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,45.68,10,22.84,480,1/19/2019,19:30,Ewallet,456.8,4.76,22.84,6,Medium
449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79,5,12.7,267,2/19/2019,14:53,Credit card,253.95,4.76,12.7,5,Medium
333-23-2632,A,Yangon,Member,Male,Health and beauty,10.08,7,3.53,74,3/28/2019,20:14,Cash,70.56,4.76,3.53,4,Medium
489-82-1237,A,Yangon,Normal,Female,Electronic accessories,93.88,7,32.86,690,1/5/2019,11:51,Credit card,657.16,4.76,32.86,7,High
846-10-0341,A,Yangon,Normal,Female,Fashion accessories,42.57,7,14.9,313,1/6/2019,11:51,Cash,297.99,4.76,14.9,7,Medium
384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66,9,44.4,932,2/19/2019,15:07,Cash,887.94,4.76,44.4,8,High
324-92-3863,A,Yangon,Member,Male,Electronic accessories,20.89,2,2.09,44,2/5/2019,18:45,Cash,41.78,4.76,2.09,10,High
593-08-5916,A,Yangon,Normal,Female,Fashion accessories,15.5,1,0.78,16,3/19/2019,15:23,Credit card,15.5,4.76,0.78,7,High
558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,33.3,9,14.99,315,3/4/2019,15:27,Ewallet,299.7,4.76,14.99,7,High
195-06-0432,A,Yangon,Member,Male,Home and lifestyle,81.01,3,12.15,255,1/13/2019,12:55,Credit card,243.03,4.76,12.15,9,High
605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.8,3,2.37,50,3/25/2019,18:02,Cash,47.4,4.76,2.37,10,High
531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08,3,12.01,252,2/11/2019,15:29,Cash,240.24,4.76,12.01,5,Medium
221-25-5073,A,Yangon,Normal,Female,Food and beverages,74.66,4,14.93,314,3/4/2019,10:39,Cash,298.64,4.76,14.93,9,High
809-46-1866,A,Yangon,Normal,Male,Health and beauty,58.15,4,11.63,244,1/23/2019,17:44,Cash,232.6,4.76,11.63,8,High
139-32-4183,A,Yangon,Member,Female,Sports and travel,97.48,9,43.87,921,3/14/2019,14:19,Ewallet,877.32,4.76,43.87,7,High
886-18-2897,A,Yangon,Normal,Female,Food and beverages,56.56,5,14.14,297,3/22/2019,19:06,Credit card,282.8,4.76,14.14,5,Medium
745-74-0715,A,Yangon,Normal,Male,Electronic accessories,58.03,2,5.8,122,3/10/2019,20:46,Ewallet,116.06,4.76,5.8,9,High
727-02-1313,A,Yangon,Member,Male,Food and beverages,31.84,1,1.59,33,2/9/2019,13:22,Cash,31.84,4.76,1.59,8,High
347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82,1,3.29,69,2/22/2019,15:33,Cash,65.82,4.76,3.29,4,Medium
849-09-3807,A,Yangon,Member,Female,Fashion accessories,88.34,7,30.92,649,2/18/2019,13:28,Cash,618.38,4.76,30.92,7,Medium
692-92-5582,B,Mandalay,Member,Female,Food and beverages,54.84,3,8.23,173,2/20/2019,13:27,Credit card,164.52,4.76,8.23,6,Medium
351-62-0822,B,Mandalay,Member,Female,Fashion accessories,14.48,4,2.9,61,2/6/2019,18:07,Ewallet,57.92,4.76,2.9,5,Medium
529-56-3974,B,Mandalay,Member,Male,Electronic accessories,25.51,4,5.1,107,3/9/2019,17:03,Cash,102.04,4.76,5.1,7,Medium
299-46-1805,B,Mandalay,Member,Female,Sports and travel,93.72,6,28.12,590,1/15/2019,16:19,Cash,562.32,4.76,28.12,5,Medium
319-50-3348,B,Mandalay,Normal,Female,Home and lifestyle,40.3,2,4.03,85,3/11/2019,15:30,Ewallet,80.6,4.76,4.03,4,Medium
371-85-5789,B,Mandalay,Normal,Male,Health and beauty,87.98,3,13.2,277,3/5/2019,10:40,Ewallet,263.94,4.76,13.2,5,Medium
273-16-6619,B,Mandalay,Normal,Male,Home and lifestyle,33.2,2,3.32,70,3/15/2019,12:20,Credit card,66.4,4.76,3.32,4,Medium
649-29-6775,B,Mandalay,Normal,Male,Fashion accessories,33.52,1,1.68,35,2/8/2019,15:31,Cash,33.52,4.76,1.68,7,Medium
145-94-9061,B,Mandalay,Normal,Female,Food and beverages,88.36,5,22.09,464,1/25/2019,19:48,Cash,441.8,4.76,22.09,10,High
871-79-8483,B,Mandalay,Normal,Male,Fashion accessories,94.13,5,23.53,494,2/25/2019,19:39,Credit card,470.65,4.76,23.53,5,Medium
149-71-6266,B,Mandalay,Member,Male,Sports and travel,78.07,9,35.13,738,1/28/2019,12:43,Cash,702.63,4.76,35.13,5,Medium
640-49-2076,B,Mandalay,Normal,Male,Sports and travel,83.78,8,33.51,704,1/10/2019,14:49,Cash,670.24,4.76,33.51,5,Medium
777-82-7220,B,Mandalay,Member,Male,Home and lifestyle,30.12,8,12.05,253,3/3/2019,13:01,Cash,240.96,4.76,12.05,8,High
280-35-5823,B,Mandalay,Member,Female,Home and lifestyle,86.72,1,4.34,91,1/17/2019,18:45,Ewallet,86.72,4.76,4.34,8,High
354-25-5821,B,Mandalay,Member,Female,Sports and travel,69.12,6,20.74,435,2/8/2019,13:03,Cash,414.72,4.76,20.74,6,Medium
132-32-9879,B,Mandalay,Member,Female,Electronic accessories,93.96,4,18.79,395,3/9/2019,18:00,Cash,375.84,4.76,18.79,10,High
370-41-7321,B,Mandalay,Member,Male,Health and beauty,56.69,9,25.51,536,2/27/2019,17:24,Credit card,510.21,4.76,25.51,8,High
727-46-3608,B,Mandalay,Member,Female,Food and beverages,20.01,9,9,189,2/6/2019,15:47,Ewallet,180.09,4.76,9,4,Medium
669-54-1719,B,Mandalay,Member,Male,Electronic accessories,18.93,6,5.68,119,2/10/2019,12:45,Credit card,113.58,4.76,5.68,8,High
616-24-2851,B,Mandalay,Member,Female,Fashion accessories,17.87,4,3.57,75,3/22/2019,14:42,Ewallet,71.48,4.76,3.57,7,Medium
242-55-6721,B,Mandalay,Normal,Male,Home and lifestyle,16.16,2,1.62,34,3/7/2019,11:49,Ewallet,32.32,4.76,1.62,7,Medium
347-34-2234,B,Mandalay,Member,Female,Sports and travel,55.07,9,24.78,520,2/3/2019,13:40,Ewallet,495.63,4.76,24.78,10,High
853-23-2453,B,Mandalay,Member,Male,Health and beauty,75.74,4,15.15,318,2/14/2019,14:35,Cash,302.96,4.76,15.15,8,High
109-28-2512,B,Mandalay,Member,Female,Fashion accessories,97.61,6,29.28,615,1/7/2019,15:01,Ewallet,585.66,4.76,29.28,10,High
510-95-6347,B,Mandalay,Member,Female,Food and beverages,48.52,3,7.28,153,3/5/2019,18:17,Ewallet,145.56,4.76,7.28,4,Medium
847-38-7188,B,Mandalay,Normal,Female,Food and beverages,96.68,3,14.5,305,1/26/2019,19:56,Ewallet,290.04,4.76,14.5,6,Medium
318-68-5053,B,Mandalay,Normal,Female,Health and beauty,76.99,6,23.1,485,2/27/2019,17:55,Cash,461.94,4.76,23.1,6,Medium
152-08-9985,B,Mandalay,Member,Male,Health and beauty,64.36,9,28.96,608,3/12/2019,12:09,Credit card,579.24,4.76,28.96,9,High
766-85-7061,B,Mandalay,Normal,Male,Health and beauty,87.87,10,43.94,923,3/29/2019,10:25,Ewallet,878.7,4.76,43.94,5,Medium
733-01-9107,B,Mandalay,Normal,Male,Home and lifestyle,82.7,6,24.81,521,3/5/2019,18:14,Cash,496.2,4.76,24.81,7,High
716-39-1409,B,Mandalay,Normal,Male,Health and beauty,30.35,7,10.62,223,3/19/2019,18:19,Cash,212.45,4.76,10.62,8,High
479-26-8945,B,Mandalay,Member,Female,Sports and travel,16.49,2,1.65,35,2/5/2019,11:32,Ewallet,32.98,4.76,1.65,5,Medium
227-78-1148,B,Mandalay,Normal,Female,Fashion accessories,72.84,7,25.49,535,2/15/2019,12:44,Cash,509.88,4.76,25.49,8,High
291-32-1427,B,Mandalay,Member,Male,Fashion accessories,21.94,5,5.49,115,3/5/2019,12:29,Ewallet,109.7,4.76,5.49,5,Medium
659-65-8956,B,Mandalay,Member,Male,Fashion accessories,51.36,1,2.57,54,1/16/2019,15:26,Ewallet,51.36,4.76,2.57,5,Medium
378-24-2715,B,Mandalay,Normal,Male,Home and lifestyle,53.44,2,5.34,112,1/20/2019,20:38,Ewallet,106.88,4.76,5.34,4,Medium
219-22-9386,B,Mandalay,Member,Male,Sports and travel,99.96,9,44.98,945,3/9/2019,17:26,Credit card,899.64,4.76,44.98,4,Medium
